"Nersinger Str. 18"		Elchingen	"BUSSE Design+Engineering GmbH"	DE	info@busse-design.com	Elchingen	"https://uploads.ifdesign.de/Wdg/Profile/8894/logos/medium/wdg_logo_image.png"	"+49 7308 811 499 0"	89275	www.busse-design.com
"Westhafenplatz 8"		Frankfurt	"Peter Schmidt Group"	DE	"lukas.cottrell@peter-schmidt-group.de"	Hamburg	"https://uploads.ifdesign.de/Wdg/Profile/3031/logos/medium/58_pt_logo.jpg"	"+49 69 850993-0"	60327	"http://www.peter-schmidt-group.de"
"Werderstraße 36"		Hornberg	Duravit	DE	info@duravit.de	Hornberg	"https://uploads.ifdesign.de/Wdg/Profile/580/logos/medium/wdg_logo_image.png"	"+49 (0)7833/70-0"	78132	http://www.duravit.com
"Philip-Rosenthal-Platz 1"		Selb	Rosenthal	DE	"iris.reichstein@rosenthal.de"	"Selb, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/511/logos/medium/160_pt_logo.jpg"	"49-9287/7236948.871671572081972"	95100	http://www.rosenthal.de
"Schlesiche Straße 26"		Berlin	"Scholz & Volkmer"	DE	k.rennert@s-v.de	Wiesbaden	"https://uploads.ifdesign.de/Wdg/Profile/3044/logos/medium/wdg_logo_image.png"	"(030) 7554217.43"	10997	
"Kollwitzstr. 1"		Esslingen	TEAMS	DE	infoES@teamsdesign.com		"https://uploads.ifdesign.de/Wdg/Profile/2615/logos/medium/wdg_logo_image.png"	"+49 (0) 711 3517650"	73728	www.teamsdesign.com
"Building B305,Guangdong Design City"	"Gongyedadao road"	Foshan	"kurz kurz design"	CN		"Solingen(Germany), Guangdong(China)"	"https://uploads.ifdesign.de/Wdg/Profile/2535/logos/medium/789b1b2821dfeb7a7d4e355e518181f71c969af3.png"	"+86 15122574837"	528311	www.kkdesign.cn
"IDA Business Park"	"Southern Cross Route"	"Bray, Wicklow"	"Design Partners"	IE	hello@designpartners.com	Ireland	"https://uploads.ifdesign.de/Wdg/Profile/2470/logos/medium/22fb36aa1d73f940dbd5b1b188b9af594e47243a.png"	"+353 1 282 8913"	"A98 Y6W0 "	"http://www.designpartners.com"
"8F, No.57, Lane 10, Jihu Rd.,"	"Neihu District"	Taipei	CRE8	TW	"kris.verstockt@cre8.com.tw"	Taipei	"https://uploads.ifdesign.de/Wdg/Profile/1303/logos/medium/a557e4dab48d73b530da0dbb5b09e889d6514e3b.png"	"+886 2 8797 5000"	114	https://cre8-design.com
"Zwaanstraat 31A"		Eindhoven	"VanBerlo Agency | Part of Accenture"	NL	"alinda.van.der.gaag@vanberlo.nl"	Eindhoven	"https://uploads.ifdesign.de/Wdg/Profile/3200/logos/medium/3cb5b2a21fa34a3a665be613f411bd405c362407.png"	"+31 40 2929090"	"5651 CA"	"http://www.vanberloagency.com"
"Prof.-Bier-Straße 1-5"		"Bad Arolsen"	HEWI	DE	silkebauch@hewi.de	"Bad Arolsen"	"https://uploads.ifdesign.de/Wdg/Profile/2706/logos/medium/72_pt_logo.jpg"	"+49 5691 82346"	34454	www.hewi.com
Ulmenstr.21		Hamburg	"Held + Team"	DE	tmaerzke@heldundteam.de	Hamburg	"https://uploads.ifdesign.de/Wdg/Profile/443/logos/medium/wdg_logo_image.png"	"0049 404807075"	22299	"http://www.heldundteam.de"
"Otto-Brenner-Str. 20"		Göttingen	Sartorius	DE	"margaretha.ahlert@sartorius.com"	"Göttingen, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/2868/logos/medium/99c526c1bde729fb8ea633947494d964b554d8d8.png"	"+49 551 3081689"	37079	www.sartorius.com
"Gabrielenstraße 9"		Munich	"Martin et Karczinski"	DE	"info@martinetkarczinski.de"	Munich	"https://uploads.ifdesign.de/Wdg/Profile/2052/logos/medium/d60ff32e19c6dd93b342f6f15356d1377bd8c8f3.png"	"+49 89 746 469 0"	80636	"www.martinetkarczinski.de"
"Nederlinger Straße 21"		München	SCHMIDHUBER	DE	jhe@schmidhuber.de		"https://uploads.ifdesign.de/Wdg/Profile/1101/logos/medium/wdg_logo_image.png"	+49.89.157997.35	80638	"http://www.schmidhuber.de"
"Am Zollhafen 5"		Neuss	"D'art Design Gruppe GmbH"	DE	pr@d-art-design.de	"Neuss, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/1059/logos/medium/wdg_logo_image.png"	"+49-2131/40307 - 11"	41460	"http://www.d-art-design.de"
"Fraunhoferstr. 23H"		München	"FLUID Design GmbH (formerly LUNAR Europe)"	DE	info@wearefluid.com	Munich	"https://uploads.ifdesign.de/Wdg/Profile/417/logos/medium/wdg_logo_image.png"	"0049 41 61 470 - 0"	80469	www.wearefluid.com
"Liebigstrasse 8"		München	"N+P Industrial Design"	DE	design@np-id.com	"N+P Industrial Design GmbH Liebigstrasse 8 80538 Munich"	"https://uploads.ifdesign.de/Wdg/Profile/4657/logos/medium/92e145355288545bc636032c60b0b5964aafc5e3.png"	"+49 89 210962-0"	80538	http://www.np-id.com
"29, Teheran-ro 87-gil, Gangnam-gu"		Seoul	"d'strict holdings, INC."	KR	dstrict@dstrict.com	SEOUL	"https://uploads.ifdesign.de/Wdg/Profile/3117/logos/medium/d4f58d9c88205d0c8a36b3888c43c9576e8b8647.png"	"+82 2 515 5456"	06167	http://www.dstrict.com
"Theodor-Heuss-Allee 11"		"Frankfurt a. M."	Kia	DE	kristin.reising@kia.de	"South Korea"	"https://uploads.ifdesign.de/Wdg/Profile/2748/logos/medium/e600169cb7a3a697bf2997b5394b25753660f5ea.png"	+49.69.153920555	60486	https://www.kia.com/de/
"Flugplatzstraße 111"		Fürth	at-design	DE	"christoph.tomczak@atdesign.de"	Fürth	"https://uploads.ifdesign.de/Wdg/Profile/1161/logos/medium/wdg_logo_image.png"	"+49 911 23980810"	90768	http://atdesign.de
"NO. 99 SEC. 3 CHANG TSAO ROAD,"	"HO ME CHEN"	"Chang Hua"	"JUSTIME | Shengtai Brassware Co., Ltd."	TW		Taiwan	"https://uploads.ifdesign.de/Wdg/Profile/740/logos/medium/4e5b1b0b9a2db829778cffc3025ed11344c01703.png"	+886-4-7629971	50841	http://www.justime.com
"Philipp-Hauck-Str. 12"		Feldkirchen	Crown	DE	jim.kraimer@crown.com	"New Bremen, Ohio, USA"	"https://uploads.ifdesign.de/Wdg/Profile/713/logos/medium/1139_pt_logo.jpg"	"+49 89 930020 105"	85622	http://www.crown.com
"Pfälzer-Wald-Str. 36"		München	"PCS Systemtechnik"	DE	sspeth@pcs.com	Munich	"https://uploads.ifdesign.de/Wdg/Profile/412/logos/medium/4c4962df8c6ff5b1aceb24e63c72f1485dd00e10.png"	+49-89-68004-512	81539	www.pcs.com
"53, Kunotsubo, Terado-cho,"	"Muko, Kyoto"	Kyoto	"OMRON HEALTHCARE Co., Ltd."	JP	minoru.fujino@omron.com	"Kyoto, Japan"	"https://uploads.ifdesign.de/Wdg/Profile/189/logos/medium/151a4bf123046cf620f20d8523674a4936405261.png"	+81.75.925.2021	617-0002	"http://www.healthcare.omron.co.jp/english"
"7-1, Shiba 5-Chome"		"Minato-ku, Tokyo"	"NEC Corporation"	JP		"Tokyo, Japan"	"https://uploads.ifdesign.de/Wdg/Profile/12498/logos/medium/5f6bb7671b0a371a21209fa777dff7440f11930c.png"	"+81 3 3454 1111"	108-8001	https://www.nec.com/
"Friedrich-Ebert-Damm 129"		Hamburg	"Jungheinrich AG"	DE		Hamburg	"https://uploads.ifdesign.de/Wdg/Profile/3724/logos/medium/wdg_logo_image.png"	"+49 40 6948 0"	22047	"https://www.jungheinrich.de/"
"Tobaksgaarden 3"		Horsens	DNgroup	DK	fr@dngroup.dk	"Horsens, Denmark"	"https://uploads.ifdesign.de/Wdg/Profile/3411/logos/medium/63d5a93472568ca45d9756ba0ff8b4caff3f8e59.png"	"+45 70221012"	8700	"https://www.1234design.com/dngroup"
"Schlegelstraße 27"		Berlin	"Neue Gestaltung"	DE	wendel@neuegestaltung.de	Berlin	"https://uploads.ifdesign.de/Wdg/Profile/3030/logos/medium/b7c496622d897cf2b8ab71c6a540d67c2dce162b.png"	"+49 30 2250780"	10115	http://neuegestaltung.de
"Friedrich-List-Straße 3"		Buchen	"OKW Odenwälder Kunststoffwerke Gehäusesysteme GmbH"	DE	Vertrieb@okw.com	"74722 Buchen, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/2821/logos/medium/wdg_logo_image.gif"	"+49 (0) 6281 404 122"	74722	www.okw.com
"Østerbrogade 70"		"Copenhagen East"	"Normann Copenhagen"	DK	"johanne@normann-copenhagen.com"	"Normann Copenhagen, Østerbrogade 70, 2100 Copenhagen, Denmark"	"https://uploads.ifdesign.de/Wdg/Profile/2818/logos/medium/1342_pt_logo.jpg"	"+45 35 55 44 59"	2100	"www.normann-copenhagen.com"
"110 UNION STREET, SUITE 500"		Seattle	Teague	US		Seattle	"https://uploads.ifdesign.de/Wdg/Profile/2614/logos/medium/c58ed7f1b4d2d68402532c411d922a1183180e9b.png"	"+1 206 838 4200"	"WA 98101"	www.teague.com
"144 Burns Ave"		"Atherton, CA"	NONOBJECT	US	info@nonobject.com	"Palo Alto, CA"	"https://uploads.ifdesign.de/Wdg/Profile/2564/logos/medium/wdg_logo_image.png"	6504739040	94027	www.nonobject.com
"via Pompei 29"		Monza	"Elesa S. p. A."	IT	"fabio.invernizzi@elesa.com"	"Monza - Italy"	"https://uploads.ifdesign.de/Wdg/Profile/2354/logos/medium/3735f1e6bc6f98f45f38178fcb9cb16873a55b08.png"	"+39 03928111"	20052	www.elesa.com
"Linker Kreuthweg 5"		Affing	ABUS	DE	h.krauss@abus-sc.com	"Wetter, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/2087/logos/medium/wdg_logo_image.png"	"+49 8207 95990 426"	86444	www.abus.com
"1-7-1 Konan, Minato-ku"		Tokyo	"Sony Corporation"	JP			"https://uploads.ifdesign.de/Wdg/Profile/2043/logos/medium/a3ee562011819a8f2126335e5661e205aebed693.png"	+81-50-3809-2716	108-0075	"https://www.sony.net/design/"
"19, YangJae-dearo 11gil, seoch-gu"		Seoul	"LG Electronics"	KR			"https://uploads.ifdesign.de/Wdg/Profile/2033/logos/medium/12_pt_logo.jpg"	"+83 10 30025891"	137130	https://www.lg.com/
"Knorrstr. 147"		München	"BMW Group"	DE			"https://uploads.ifdesign.de/Wdg/Profile/1203/logos/medium/312_pt_logo.jpg"	"+49 (0)89 3820"	80788	www.bmwgroup.de
"Gleiwitzer Straße 555"		Nürnberg	"Siemens AG"	DE			"https://uploads.ifdesign.de/Wdg/Profile/1182/logos/medium/3d71274a91ab228583139cc082b8495227dd9d25.png"	"+49 911 895-0"	90475	https://www.siemens.com
"Brockhauser Weg 80-82"		Lüdenscheid	"ERCO GmbH"	DE	info@erco.com	"Lüdenscheid, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/718/logos/medium/547_pt_logo.jpg"	"+49 2351 551 0"	58507	www.erco.com
"Senftlstraße 7"		München	"Struppler Industriedesign"	DE	"office@strupplerdesign.de"	München	"https://uploads.ifdesign.de/Wdg/Profile/467/logos/medium/wdg_logo_image.png"	"089 89 05 87 10"	81541	"http://www.strupplerdesign.de"
"Rm 1104 Crawford House 70 Queen's Road Central"		"Hong Kong"	"DBA Audio Limited"	CN	tamhofoo@gmail.com	"Hong Kong"	"https://uploads.ifdesign.de/Wdg/Profile/19164/logos/medium/e07ce6ce9c671d38c9b83770ceff1fc3379f64ef.png"	085251009655	000	www.dba.com.hk
"Via Gazzo 15"		Calcinato	"Laura Mimini"	IT	lausystem@gmail.com	Brescia	"https://uploads.ifdesign.de/Wdg/Profile/14467/logos/medium/7c9d9a014268cf122a8370977d151ba3bcfcb58a.png"	+393402850694	25011	"http://www.lauramimini.com"
"Trakt Św. Wojciecha 223/225"		Gdansk	"HeatQ Technology"	PL	a.hromiak@heatq.com	Gdańsk	"https://uploads.ifdesign.de/Wdg/Profile/13892/logos/medium/e6325865442b063e6d795687c4227f32551cc3e3.png"	+48609065363	80-017	http://heatq.com/
"259 Acton Lane"		London	"Tej Chauhan Ltd"	GB	studio@tejchauhan.com	London	"https://uploads.ifdesign.de/Wdg/Profile/9512/logos/medium/wdg_logo_image.png"	"+44 20 8994 1040"	"W4 5DG"	tejchauhan.com
"Postweg 4"		Taufkirchen	"SQlab GmbH"	DE	sbo@sq-lab.com	"Taufkirchen, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/9262/logos/medium/wdg_logo_image.png"	"+49 89 666 1046 0"	82024	https://www.sq-lab.com
"6F., No.649-5, Zhongzheng Rd., Xinzhuang Dist."		"New Taipei City"	"Mantis Design"	TW	henry@mantis.com.tw	"New Taipei City"	"https://uploads.ifdesign.de/Wdg/Profile/8760/logos/medium/wdg_logo_image.png"	+886229083969	24257	"https://www.mantis.com.tw/"
"115 Mullens Street"		Balmain	"DESIGN + INDUSTRY"	AU	"info@design-industry.com.au"	Sydney	"https://uploads.ifdesign.de/Wdg/Profile/8604/logos/medium/wdg_logo_image.png"	+61295551166	2041	"www.design-industry.com.au"
"House of Communication"		Munich	"Plan.Net / Serviceplan"	DE			"https://uploads.ifdesign.de/Wdg/Profile/8497/logos/medium/wdg_logo_image.png"	"+49 89 205030 "	"80250 "	www.serviceplan.com
"Bebelallee 141"		Hamburg	"JOI-Design (Interior Design)"	DE	koch@joi-design.com	Hamburg	"https://uploads.ifdesign.de/Wdg/Profile/8348/logos/medium/wdg_logo_image.gif"	+494068942110	22297	"http://www.joi-design.com"
"Wiener Platz 7"		München	Occhio	DE	info@occhio.de	Muncih	"https://uploads.ifdesign.de/Wdg/Profile/7629/logos/medium/wdg_logo_image.png"	"+49 89 44 77 86 30"	81667	https://de.occhio.de/
"Xantener Straße 22"		Berlin	"IONDESIGN GmbH"	DE	ion@iondesign.de	Berlin	"https://uploads.ifdesign.de/Wdg/Profile/7404/logos/medium/wdg_logo_image.png"	+49.30.89335.14	10707	http://www.iondesign.de
"Güterstrasse 233"		Basel	"SUAN Conceptual Design"	CH	info@suan.ch	Basel	"https://uploads.ifdesign.de/Wdg/Profile/7057/logos/medium/46ebc8c02c4b40a66f7a2b8f2454ab4d831ae642.png"	"+41 79 675 00 09"	4053	http://www.suan.ch
"No.69, Lide St."		"Jhonghe City, Taipei County"	"MSI Computer | Micro-Star International"	TW			"https://uploads.ifdesign.de/Wdg/Profile/4807/logos/medium/8bb756f4d91c23ea8c2d8078d5ea76c3bd2f2725.png"	+886.2.32345599	235	www.msi.com
"Sophienstr. 30-32"		Wetzlar	"Bosch Thermotechnik"	DE	info@buderus.de	Wetzlar	"https://uploads.ifdesign.de/Wdg/Profile/4792/logos/medium/wdg_logo_image.png"	+49.6441.418-0	35576	http://www.buderus.de
"Benjamin Franklinstraat"		Rotterdam	"Spark design & innovation"	NL	mail@sparkdesign.nl		"https://uploads.ifdesign.de/Wdg/Profile/4717/logos/medium/wdg_logo_image.png"	"+31 10 2445 777"	3029AC	"https://www.sparkdesign.nl/en"
"Western Avenue"		Cardiff	PDR	GB	info@pdr-design.com	"Cardiff, UK"	"https://uploads.ifdesign.de/Wdg/Profile/4693/logos/medium/wdg_logo_image.png"	"0044 (0)2920416725"	"CF5 2YB"	"https://www.pdr-design.com/"
"Fritz-Hahne-Straße 8"		"Bad Münder"	"Wilkhahn Wilkening+Hahne GmbH+Co.KG"	DE	info@wilkhahn.de		"https://uploads.ifdesign.de/Wdg/Profile/4672/logos/medium/14_pt_logo.jpg"	+49.(0)5042.999-0	31848	www.wilkhahn.de
"Samstagernstrasse 45"		Wollerau	"X-Technology Swiss"	CH	"louise.leuchtenberger@x-technology.com"		"https://uploads.ifdesign.de/Wdg/Profile/3092/logos/medium/199_pt_logo.jpg"	"0041 44 786 03 51"	8832	"http://www.x-technology.com"
"Kronenstr. 5-7"		Solingen	"Ledlenser GmbH & Co. KG"	DE	"nathalie.ungruhe@ledlenser.com"		"https://uploads.ifdesign.de/Wdg/Profile/3002/logos/medium/wdg_logo_image.png"	"+49 212 5948144"	42699	"https://www.ledlenser.com/de/"
"Schweizer Strasse 30"		Dornbirn	"Zumtobel Lighting"	AT	"sophie.hanagarth@zumtobel.com"		"https://uploads.ifdesign.de/Wdg/Profile/3001/logos/medium/wdg_logo_image.png"	"+43 664 8089 23640"	6851	http://www.zumtobel.com
"Spinnerijstraat 99/21"		Kortrijk	"WEVER & DUCRÉ BVBA"	BE	office@weverducre.com	"Kortrijk, Belgium"	"https://uploads.ifdesign.de/Wdg/Profile/2968/logos/medium/404b21fb2c1021e3d9c387f673a4960bfba1a668.png"	"+32 56 49 2800"	8500	www.weverducre.com
"Zhufang Rd. No. 66, Qinghe, Haidian"	"Shunshi Jiaye Pioneer Park E"	Beijing	"Xiaomi Corporation"	CN			"https://uploads.ifdesign.de/Wdg/Profile/12737/logos/medium/91d59cafc684cd7fec08f2aaf16a4137ba7e6f6c.png"	"+86 010 60606666"	100085	www.mi.com
"No.2 Hedong Road of Shashui,"	"Yanghe Town, Gaoming"	"Foshan City, Guangdong Province"	"Foshan Blue Sanitary Ware Co. Ltd"	CN	sales@bluesanitary.com	"Foshan City, China"	"https://uploads.ifdesign.de/Wdg/Profile/12581/logos/medium/b111d53310d6e406bc1cf809483542e1c69d12d3.gif"	"+ 86 (0)757 88 85 91"	528515	"http://www.bluesanitary.com/"
"14, 127gil Nonhyun-ro, Gangnam-gu"		Seoul	"Saturnbath Co., Ltd"	KR	claire@saturn.co.kr	"Seoul, Republic of Korea"	"https://uploads.ifdesign.de/Wdg/Profile/12553/logos/medium/1c1193f3de3973a596435a033b8a9d07ed4b895a.png"	+82-2-3416-1468	06112	http://www.saturn.co.kr/
"via  Cantonale 36"		Manno	Sketchin	CH	info@sketchin.ch	"Lugano, Switzerland"	"https://uploads.ifdesign.de/Wdg/Profile/11218/logos/medium/wdg_logo_image.png"	+41916002660	6928	http://www.sketchin.ch/
"Gewerbeparkstraße 34"		Reichshof	"Bahama GmbH"	DE	"annica.schroeder@bahama.de"	"Bahama GmbH in Reichshof, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/10468/logos/medium/wdg_logo_image.png"	+4922659980	51580	www.bahama.de
"Königstrasse 28"		Hamburg	MUTABOR	DE	laura.maroldt@mutabor.de	"Hamburg, Germany"	"https://uploads.ifdesign.de/Wdg/Profile/10348/logos/medium/baf62cf4508fceffa08a4a75d86f365bdb2393be.png"	0040808023181	22767	www.mutabor.de
"Carrer Pellaires 30, E1"		Barcelona	"Nacar Design"	ES	info@nacardesign.com	"Palo Alto Barcelona"	"https://uploads.ifdesign.de/Wdg/Profile/10131/logos/medium/465f6b9d611ae6e9c0c870719a61723142b16bd3.png"	"+34 934 762 986"	08019	http://nacardesign.com/
"Jakob-Latscha-Str. 3"		"Frankfurt a. M."	"APPEL NOWITZKI GmbH"	DE	"sabine.appel@appelnowitzki.com"	"Jakob-Latscha-Str. 3 / 60314 Frankfurt/Main"	"https://uploads.ifdesign.de/Wdg/Profile/8902/logos/medium/db14398d8eb93aedf019447ed3558fbb8258c9ae.png"	"+49 (69) 2649505219"	60314	http://appelnowitzki.com
MINICITY		Tehran	"CREATOR STUDIO | Ladan Zadfar & Mohammad Farshad"	IR	m.farshad23668@gmail.com		"https://uploads.ifdesign.de/Wdg/Profile/7491/logos/medium/69e0927718ebdb3a69bacd5af9b652b5623813bc.png"	00982122472938	1955684874	"https://competition.adesignaward.com/designer.php?profile=153935"
"Parkstrasse 37"		Ostfildern	code2design	DE	ms@code2design.de	"code2design, Ostfildern"	"https://uploads.ifdesign.de/Wdg/Profile/7072/logos/medium/wdg_logo_image.gif"	"0049 711 518 928 44"	73760	www.code2design.de
"Adlzreiterstraße 29"		München	"ID DESIGN Produktentwicklung GmbH & Co. KG"	DE	hehenwarter@id-design.de	Munich	"https://uploads.ifdesign.de/Wdg/Profile/5399/logos/medium/68e266de0f63bc538912ad7ba94598c325eaa062.png"	"+49 89 24 88 619 32"	80337	www.id-design.de
"Liebigstr. 50-52"		Darmstadt	"ARTEFAKT design"	DE	public@artefakt.de		"https://uploads.ifdesign.de/Wdg/Profile/5029/logos/medium/c8bef6bf6ce27c5b6e4862b34fb9298dfee51672.png"	"+49 6151 396700"	64293	http://www.artefakt.de
"1-1,Shibaura 1-Chome,Minato-Ku,"		Tokyo	"Toshiba Corporation"	JP			"https://uploads.ifdesign.de/Wdg/Profile/4957/logos/medium/wdg_logo_image.png"	+81-3-3457-4021	105-8001	"https://www.toshiba.co.jp/worldwide/"
"Bendstr. 50-52"		Aachen	"NOA Design"	DE	info@noa.de		"https://uploads.ifdesign.de/Wdg/Profile/4762/logos/medium/6e39c923f8b010ce28aa3286643dfcef02f4845a.png"	"+ 49 (0)241 972 0010"	52066	https://www.noa.de
"Svarvargatan 8"		Mjölby	"Toyota Material Handling"	SE	"magnus.o.andersson@toyota-industries.eu"	Japan	"https://uploads.ifdesign.de/Wdg/Profile/4679/logos/medium/wdg_logo_image.png"	+46(0)730750332	"595 81"	"http://design.toyota-forklifts.eu/"
"Gollierstrasse 84"		München	"f/p design"	DE	info@fpdesign.com	Munich	"https://uploads.ifdesign.de/Wdg/Profile/3526/logos/medium/wdg_logo_image.png"	+49.89.90901590	80339	https://fpdesign.com
"1006, Oaza Kadoma, Kadoma-shi"		Osaka	Panasonic	JP			"https://uploads.ifdesign.de/Wdg/Profile/3369/logos/medium/779f981c02885536bdf85231cd45c791fd068157.png"	+81-6-6908-1121	571-8501	"https://www.panasonic.com/global/home.html"
"Türkenstraße 55 - 57"		München	hw.design	DE	info@hwdesign.de		"https://uploads.ifdesign.de/Wdg/Profile/3021/logos/medium/1375_pt_logo.jpg"	"089 202575 19"	80799	http://www.hwdesign.de
"Felix-Wankel-Straße 10"		Dachau	"betec Licht AG"	DE	info@betec.de	Munich	"https://uploads.ifdesign.de/Wdg/Profile/2185/logos/medium/wdg_logo_image.png"	"08131 292656"	85221	http://www.betec.de
"Sifa Mah. E5 Yanyol."	"Cayirova / Tuzla"	Istanbul	Arçelik	TR	elif.altay@arcelik.com		"https://uploads.ifdesign.de/Wdg/Profile/2140/logos/medium/386ee12456da9ad78552561ad3e165fedfe75fb6.png"	902165858444	34950	http://
"100, hangang-daero"		Seoul	AMOREPACIFIC	KR	yj.rhee@amorepacific.com		"https://uploads.ifdesign.de/Wdg/Profile/2128/logos/medium/55637231ab29cb4681f3ddb06b9bf4be1d9538dc.png"	821028129984	04386	www.apgroup.com
"Hanns-Martin-Schleyer-Str.1"		Fröndenberg	"Albert Leuchten"	DE	info@albert-leuchten.de	Froendenberg	"https://uploads.ifdesign.de/Wdg/Profile/2119/logos/medium/wdg_logo_image.gif"	"+49 2373 978110"	58730	"http://www.gebr-albert.de"
"1-1-1, Kawagishi, Mizuho-ku"		Nagoya	"Brother Industries Ltd."	JP			"https://uploads.ifdesign.de/Wdg/Profile/2071/logos/medium/81_pt_logo.jpg"	+81-52-824-2452	467-8562	"https://global.brother/en"
"125, Olympic-ro 35-gil, Songpa-gu,"		Seoul	"SAMSUNG SDS"	KR	soo.chung@samsung.com		"https://uploads.ifdesign.de/Wdg/Profile/2029/logos/medium/273_pt_logo.jpg"	82-2-6155-6808	05510	"https://www.samsungsds.com"
"Grabauer Straße 24"		Schwarzenbek	"Fette Compacting GmbH"	DE	"tablet@fette-compacting.com"	Schwarzenbek	"https://uploads.ifdesign.de/Wdg/Profile/1629/logos/medium/wdg_logo_image.png"	"+49 (0)4151 12 498"	21493	"http://www.fette-compacting.com"
"via Ermanno Casoli 2"		"Fabriano (AN)"	Elica	IT	f.crisa@elica.com	"Fabriano (AN)"	"https://uploads.ifdesign.de/Wdg/Profile/1590/logos/medium/wdg_logo_image.png"	"+39 0732 610797"	60044	www.elica.com
"Breitwasenring 15"		"Tübingen, Dettenhausen"	defortec	DE	info@defortec.de		"https://uploads.ifdesign.de/Wdg/Profile/1313/logos/medium/a78ae7ba29b4eed89a5f1e4f9d0834efd168d7bc.png"	"+49 7157 72118 20"	72135	www.defortec.de
"Vanadiumweg 2"		Amersfoort	Geesa	NL		Geldrop	"https://uploads.ifdesign.de/Wdg/Profile/1223/logos/medium/0785fbe9397c281bfcf3db358168bbb21f94234d.png"	"+31 33 4633214"	"3812 PZ"	www.geesa.nl
"Vorsetzen, 32"	"Vorsetzen, 32"	Hamburg	"loved GmbH"	DE	iy@loved.de		"https://uploads.ifdesign.de/Wdg/Profile/944/logos/medium/120_pt_logo.jpg"	040800048625	20459	http://loved.de
"Seepromenade 17"		Überlingen	"jäger & jäger"	DE	info@jaegerundjaeger.de	Überlingen	"https://uploads.ifdesign.de/Wdg/Profile/929/logos/medium/8301f25c72b1f58d85f3dc69881f98bfc8b6efa2.png"	"+49 7551 947 33 - 0"	88662	jaegerundjaeger.de
"Senckenberganlage 10–12"		"Frankfurt a. M."	"Hauser Lacour"	DE	awards@hauserlacour.de	"Frankfurt am Main"	"https://uploads.ifdesign.de/Wdg/Profile/909/logos/medium/1091_pt_logo.jpg"	06980909990	60325	http://hauserlacour.de
